caption,url,helsinki_translation,madlad_translation,phi_translation,dataset_similarity,similarity_helsinki,similarity_madlad,similarity_phi
make your own wooden rollerskate necklace kit jewelry supplies pop shop america,https://www.popshopamerica.com/wp-content/uploads/2019/06/make-your-own-wooden-rollerskate-necklace-kit-jewelry-supplies-pop-shop-america-247x300.jpeg,fare il vostro proprio kit collana di legno rollerskate gioielli forniture pop shop america,Fai il tuo kit di collana di legno rollerskate forniture di gioielli pop shop america,Crea il tuo kit di necklace in legno di rollerblading con materiali per la boutique americana pop,0.34108251333236694,0.47640007734298706,0.47572773694992065,0.3783878684043884
Some Help Change Icon Shape Of Google Play Store App,http://getdrawings.com/free-icon/huawei-icons-71.jpg,Alcuni aiutano a cambiare forma di icona di Google Play Store App,Alcuni aiuto Cambiare la forma dell'icona dell'app Google Play Store,Qualche aiuto per cambiare la forma dell'icona del Google Play Store.,0.3220713436603546,0.5589258670806885,0.5348579287528992,0.5672985315322876
12V USB Mosquito Killer Lamp Insect Fly Bug Zapper Trap Pest LED Control UV F2X8,https://i.ebayimg.com/thumbs/images/g/HqAAAOSwMmFcvriv/s-l200.jpg,12V lampada killer zanzariera USB Insect Fly Bug Zapper Trap Pest LED di controllo UV F2X8,12 V USB Zanzara Killer Lampada Insetto Fly Bug Zapper Trappola Pest LED Controllo UV F2X8,12V USB USB Mosquito Killer Lamp Insect Fly Bug Zapper Trap Pest LED Control UV F2X8,0.34430721402168274,0.26600638031959534,0.2511739134788513,0.22841697931289673
9781420838046: Who Is Artie Shaw...and why is he following me?,https://pictures.abebooks.com/isbn/9781420838046-us.jpg,9781420838046: Chi è Artie Shaw... e perché mi sta seguendo?,Chi è Artie Shaw... e perché mi sta seguendo?,'9781420838046: Chi è Artie Shaw...e perché mi sta seguendo?',0.31309574842453003,0.36704587936401367,0.31246137619018555,0.3508166968822479
Medium Grainy Leather and House Check Tote Bag in Mahogany Red - Women | Burberry United States - cell image 2,https://assets.burberry.com/is/image/Burberryltd/7e7a8e33659ab5168e2ee225d15d5294d764b703.jpg?$BBY_V2_ML_3X4$&wid=600&hei=800,Borsa in Mogano rosso - Donne | Burberry United States - immagine della cella 2,Borsa tote in pelle granulata media e House Check (Rosso Mogano) - Donna | Burberry Burberry Italia,Medium Grainy Leather and House Check Tote Bag in Mahogany Red - Women | Burberry United States - cell image 2,0.3060687184333801,0.5223545432090759,0.5703883171081543,0.5328552722930908
10 Ounce trumpet design clear disposable plastic juice cup,https://image.exportimes.com/UploadFile/UploadImg/2017/6/1/201706010314029754.jpg,10 oncia trombe design trasparente monouso tazza di succo di plastica,10 Ounce tromba design chiaro tazza di succo di plastica monouso,10 once trumpet design clear disposable plastic juice cup,0.34722453355789185,0.611879289150238,0.5322577953338623,0.54585200548172
Red Easter egg. Vector egg design template with handwritten text Happy Easter. Modern Vector red egg illustration. Premium editabletemplate. Isolated Easter egg template on transparent background.,https://static1.bigstockphoto.com/thumbs/6/2/1/large2/126503789.jpg,Uovo di Pasqua Rosso. Modello di disegno di uovo vettoriale con testo scritto a mano Buona Pasqua. Moderna illustrazione di uovo rosso vettoriale. Editabletemplate Premium. Modello di uovo di Pasqua isolato su sfondo trasparente.,Uovo di Pasqua rosso Modello di progettazione di uovo di vettore con testo scritto a mano Buona Pasqua Illustrazione moderna dell'uovo rosso di vettore Premium editabletemplate Modello isolato dell'uovo di Pasqua su fondo trasparente.,"""Uovo di Pasqua rosso. Design di uovo di Pasqua moderno con scrittura a mano 'Happy Easter'. Illustrazione moderna di uovo di Pasqua in rosso. Templatone editabile a pagina. Uovo di Pasqua isolato su sfondo trasparente.""",0.3851322829723358,0.5660960674285889,0.5894555449485779,0.5527418255805969
Michael Fassbender won the award for best supporting actor.,"https://media1.popsugar-assets.com/files/thumbor/AV8OIlb8EM4qqEkLNESScaK07r0/160x160/filters:format_auto-!!-:strip_icc-!!-:sharpen-!1,0,true!-/2014/01/11/636/n/1922398/f329a2f9856a0219_461721083_10/i/Michael-Fassbender-won-award-best-supporting-actor.jpg",Michael Fassbender ha vinto il premio come miglior attore di supporto.,Michael Fassbender ha vinto il premio come miglior attore non protagonista.,Michael Fassbender ha vinto l'importo per il miglior attore di supporto.,0.32386526465415955,0.517035961151123,0.480055570602417,0.5092452764511108
image of newspaper  - Daily news newspaper headline reading good news - JPG,https://static7.bigstockphoto.com/thumbs/5/5/3/small2/35552627.jpg,Immagine del giornale - Giornaliera notizie titolo lettura di buone notizie - JPG,Immagine del giornale - titolo del giornale di notizie quotidiane che legge le buone notizie - JPG,"""immagine del giornale - Daily news giornale testo headline 'GOOD NEWS!' - JPG""",0.305139422416687,0.485184907913208,0.4249093532562256,0.4809570908546448
Pringle of Scotland - Selbourne leather belt - navy,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1763110/original.jpg,Pringle of Scotland - Cintura in pelle di Selbourne - Marina,Pringle of Scotland - Cintura in pelle Selbourne - blu,Pringle di Scotland - Ceintia di pelle di selvaggio - navy,0.3131927251815796,0.553260087966919,0.599125862121582,0.4694916605949402
�Vicen� Fortuny - Spotters Barcelona-El Prat. Click to see full size photo,http://www.aviationcorner.net/public/thumbnails/6/5/thn_avc_00435965.jpg,Vicen Fortuny - Spotters Barcelona-El Prat. Clicca per vedere la foto a grandezza naturale,�Vicen� Fortuny - Spotters Barcelona-El Prat. Clicca per vedere la foto in formato completo,Vueling.com,0.28321585059165955,0.1093081682920456,0.22636494040489197,0.4220603108406067
"Adventure Travel and Tour Deals #airplane #ticket http://travel.nef2.com/adventure-travel-and-tour-deals-airplane-ticket/  #student travel deals # Thailand Adventures Between the culture, food, beaches and markets, there's so much to explore in Thailand. Experience the South Pacific A popular destination with plenty of options for the active type between surfing, sailing, kayaking, and hiking. Best Selling Trips Flights for Students and Under 26 We work directly with airlines […]",https://i.pinimg.com/736x/2f/6b/86/2f6b86cf822c4cbaf031389ac78a93c6.jpg,"Adventure Travel and Tour Deals #airplane #ticket http://travel.nef2.com/adventure-travel-and-tour-deals-airplane-ticket/ #student travel offers # Thailand Adventures Tra cultura, cibo, spiagge e mercati, c'è così tanto da esplorare in Thailandia. Vivi il Sud Pacifico Una destinazione popolare con molte opzioni per il tipo attivo tra surf, vela, kayak e trekking. Migliori viaggi di vendita Voli per studenti e under 26 Lavoriamo direttamente con le compagnie aeree [...]","Viaggi di avventura e tour offerte #aereo #biglietto http://travel.nef2.com/adventure-travel-and-tour-deals-airplane-ticket/  #student travel deals # Thailandia Avventure Tra la cultura, il cibo, le spiagge e i mercati, c'è così tanto da esplorare in Thailandia. Vivi il Sud Pacifico Una destinazione popolare con molte opzioni per il tipo attivo tra surf, vela, kayak e trekking.","Viaggi d'avventura e Affari di Viaggio Addebiti #aeroplano #biglietto

Traduzione dell'intero testo: 'Adventure Travel and Tour Deals #airplane #ticket http://travel.nef2.com/adventure-travel-and-tour-deals-airplane-ticket/ #studente Viaggi d'avventura e Affari di Viaggio Addebiti #aeroplano #biglietto

C'è molto da esplorare in Thailand grazie alla cultura, al cibo, alle spiagge e ai mercati. Esplorare il Sud Pacifico è un popolare destinazione con molte opzioni per gli appassionati di surf, vela, kayak e escursioni. I Viaggi più Venduti Viaggi per studenti e sotto i 26 La nostra compagnia lavora direttamente con le compagnie aeree per offrire i migliori prezzi per gli studenti e per i giovani under 26.",0.32448452711105347,0.5320317149162292,0.5219467878341675,0.6468316316604614
"Coldplay, High Speed, Piano, Vocal & Guitar, sheet music, piano notes, chords, song, artist, awards, billboard, mtv, vh1, tour, single, album, release",https://musicnotesroom.com/media/catalog/product//1/7/17681_image.jpg,"Coldplay, High Speed, Pianoforte, Vocal & Guitar, spartiti, note per pianoforte, accordi, canzone, artista, premi, cartellone pubblicitario, mtv, vh1, tour, singolo, album, rilascio","Coldplay, High Speed, Pianoforte/Voce/Chitarra, spartiti, note pianoforte, accordi, canzone, artista, premi, billboard, mtv, vh1, tour, singolo, album, release","Coldplay, Parachutes, alta velocità, pianoforte, voce e chitarra, musica a pezzi, note di pianoforte, chiavi, canzone, artista, premi, Billboard, MTV, VH1, tournée, singolo, album, rilascio",0.2976275384426117,0.27831995487213135,0.28348779678344727,0.2652643918991089
15-Pocket Electricians Work Pouch/Holster with Quick Adjust Belt with 3 in. Lockback Knife,https://images.homedepot-static.com/productImages/3683cae3-5bf0-4145-9427-0b8b5951dcb1/svn/milwaukee-tool-belts-48-22-8112-48-22-1940-64_400_compressed.jpg,Elettricisti 15-Tasche Pouch/Holster da lavoro con Cintura di regolazione rapida con 3 pollici. Coltello di bloccaggio,15-Pocket Elettricisti Lavoro Sacchetto/Fondina con Quick Regolare Cintura con 3 in. Lockback Coltello,15-pocket electrician's work pouch/holster with quick adjust belt with 3 in. lockback knife,0.30750223994255066,0.5437922477722168,0.6233115196228027,0.452370285987854
"Easter Bunny Easter Egg Chocolate PNG, Clipart, Boiled Egg",https://cdn.imgbin.com/18/2/23/imgbin-easter-bunny-easter-egg-chocolate-chocolate-kvxFe9T8FRhkgF4RRNRYnTWZi.jpg,"Pasqua coniglietto Uovo di Pasqua cioccolato PNG, Clipart, Uovo bollito","Coniglietto di Pasqua Uovo di Pasqua Cioccolato PNG, Clipart, Uovo bollito",Happy Easter,0.3052624464035034,0.40938806533813477,0.41073742508888245,0.2146548479795456
"""Selling with online payment: 1997 5.5 X 14"""" Pearl Brass Sensitone Classic, Model #B6514DCLa""",https://user-assets.sharetribe.com/images/listing_images/images/2728142/small_3x2/20200322_143121.jpg?1584940943,"""Vendimento con pagamento online: 1997 5.5 X 14"""" Pearl Brass Sensitone Classic, Model #B6514DCLa""","""Vendita con pagamento online: 1997 5.5 X 14"""" Pearl Brass Sensitone Classic, Modello #B6514DCLa""","""Venduto con pagamento online: 1997 5.5 x 14"" Pearl Brass Sensitone Classico, Modello #B6514DCLa""",0.3263348639011383,0.44336313009262085,0.4437757432460785,0.46165865659713745
How To Slay Your Silk Press On Natural Hair WITHOUT Heat,https://i.ytimg.com/vi/VcMwsN-SUsc/maxresdefault.jpg,Come uccidere la vostra pressa di seta su capelli naturali SENZA calore,Come uccidere la tua pressa di seta sui capelli naturali SENZA calore,'Come Slayre il Silk Press sul Cilindro Naturale Senza Calore',0.3268057107925415,0.5544206500053406,0.553427517414093,0.044643938541412354
Truck Bed Mat for Toyota Tacoma,https://images-na.ssl-images-amazon.com/images/I/A10edej3Y7L._SL1500_.jpg,Tappeto letto camion per Toyota Tacoma,Tappetino del letto del camion per Toyota Tacoma,'Pallaciato per il tetto di una Toyota Tacoma',0.3223634362220764,0.5466377139091492,0.6087924838066101,0.5751796364784241
OMA THE LABEL: Lydia 18ct gold-plated earring set,https://images.selfridges.com/is/image/selfridges/R03689769_GOLD_ALT10?defaultImage=R03689769_GOLD_M&$PLP_ALL$,OMA THE LABEL: Lydia 18ct orecchino placcato oro set,OMA THE LABEL: Parure di orecchini Lydia placcati in oro 18 carati,OMA THE LABEL: Lydia - 18ct gold-plated earring set,0.3375035226345062,0.5818471908569336,0.6571848392486572,0.41044142842292786
Fitness center at The Abbey at Eagles Landing in Stockbridge,"https://g5-assets-cld-res.cloudinary.com/image/upload/q_auto,f_auto,c_fill,g_center,h_667,w_1000/v1510791014/g5/g5-c-5by79bck3-abbey-residential-single-domain-client/g5-cl-1heacbbb7t-the-abbey-at-eagles-landing/uploads/Eagles_Landing_Fitness_Center_3_cjal4c.jpg",Centro fitness presso l'Abbazia di Eagles Landing a Stockbridge,Centro fitness presso l'Abbazia di Eagles Landing a Stockbridge,Traduzione dell'intero testo: 'Centro fitness al The Abbey a Eagles Landing a Stockbridge',0.3355017304420471,0.546571671962738,0.546571671962738,0.2672284245491028
High reputation Cooling Pillow Case - Memory Foam Pillow – Ruisheng,https://cdncn.goodao.net/ruishengarment/36.jpg,Cuscino di raffreddamento ad alta reputazione - Cuscino di schiuma di memoria Rusheng,Alta reputazione Cooling Cuscino - Memory Foam Cuscino - Ruisheng,La notte con la cuscita di piume di alta reputazione – Cuscita di piume con imbracatura di memoria – Ruisheng.,0.3106383979320526,0.3828347325325012,0.5128210186958313,0.15287692844867706
The Cutest Little Cloudy Day Sweater - The Cutest Little Things,https://cdn.shopify.com/s/files/1/1909/0029/products/product-image-205756701_300x300.jpg?v=1527220647,Il maglione del giorno più carino e nuvoloso - Le piccole cose più carine,Il più carino piccolo maglione di giorno nuvoloso - le piccole cose più carine,Il più Cutesto Sweater della Giornata delle Nuvole - I più Cutesti Cose,0.32549339532852173,0.6926712989807129,0.6824795603752136,0.20306725800037384
A6-EPJ - Boeing 777-31HER - Emirates,https://cdn.jetphotos.com/400/6/73018_1562534238.jpg,A6-EPJ - Boeing 777-31HER - Emirates,A6-EPJ - Boeing 777-31HER - Emirates,A6-EPJ - Boeing 777-31HER - Emirates,0.32149413228034973,0.657662034034729,0.657662034034729,0.657662034034729
Arnold Roller conveyor with fla,https://i.machinio.com/thumb/g9eu0a/74017121.jpg,Trasportatore Arnold Roller con fla,Arnold Rullo trasportatore con fla,Arneson conveyor belt with rollers,0.32298535108566284,0.48444658517837524,0.450442373752594,0.153224378824234
流沙 iPhone Case X/8/8P/7/7P/6/6P,https://media.karousell.com/media/photos/products/2018/05/05/215608_168133743_thumbnail.jpg,Caso iPhone X/8/8P/7/7P/6/6P,Custodia per iPhone X/8/8P/7/7P/6/6P,"Il caso di smartphone per iPhone con design di unicorno e stelle rosa è disponibile in diverse versioni, come X, 8, 8P, 7, 7P, 6, e 6P.",0.3104681670665741,0.4534584879875183,0.4090512692928314,0.6108406782150269
"The Last Oracle (Sigma Force, #5)",https://images.gr-assets.com/books/1367511748i/2277444.jpg,"L'ultimo oracolo (Forza Sigma, #5)","L'ultimo oracolo (Sigma Force, #5)","'The Last Oracle (Sigma Force, #5)'",0.3276578187942505,0.43462878465652466,0.3857271671295166,0.3686034083366394
"Aaron Murray, Assistant Front Office Manager, at the Grand Central Hotel in Belfast, prepares to reopen to guests",https://i.dailymail.co.uk/1s/2020/07/03/15/30354708-8487389-image-a-27_1593784943561.jpg,"Aaron Murray, Assistant Front Office Manager, al Grand Central Hotel di Belfast, si prepara a riaprire agli ospiti","Aaron Murray, Assistant Front Office Manager, al Grand Central Hotel di Belfast, si prepara a riaprire agli ospiti","Aaron Murray, Assistant Front Office Manager, alla Grand Central Hotel in Belfast, si prepara a riaprire ai clienti.",0.3106076419353485,0.43608540296554565,0.43608540296554565,0.4082255959510803
Driver takes 17 turns to complete three-point turn in Kettering,https://cdn.images.dailystar.co.uk/dynamic/1/photos/408000/Driver-takes-17-turns-to-complete-three-point-turn-in-Kettering-454408.jpg,Il conducente prende 17 giri per completare tre punti in Kettering,Il pilota prende 17 curve per completare una curva a tre punti a Kettering,Il conducente fa 17 curve per completare la manovra a tre curve a Kettering.,0.30168235301971436,0.2750824987888336,0.18556763231754303,0.2582801878452301
"Picture of 1-4/11 Holland St, BARGARA QLD 4670",https://rimh2.domainstatic.com.au/Rs_kCBf1DEQMP2Hqv5rQmlr33I0=/660x440/filters:format(jpeg):quality(80)/2015892530_2_1_191119_043120-w800-h521,"Immagine di 1-4/11 Holland St, BARGARA QLD 4670","Foto di 1-4/11 Holland St, BARGARA QLD 4670","Immagine di 1-4/11 Holland St, Baraga QLD 4670",0.30650055408477783,0.012875674292445183,0.030809402465820312,0.007192318327724934
"""""""I Love Hares 2.25"""""""" Button""""""",http://i3.cpcache.com/product/234265720/i_love_hares_225_button.jpg?width=225&amp;height=225&amp;Filters=%5b%7b%22name%22%3a%22background%22%2c%22value%22%3a%22F2F2F2%22%2c%22sequence%22%3a2%7d%5d,"""""I love Hares 2.25""""""""""""""Button""""""""","""I Love Harees 2.25"" - Maglietta per bambino","""I Love Hares 2.25"""""""" Button""""""",0.3462594747543335,0.3086943030357361,0.36714914441108704,0.3640195429325104
"Grass 148.405.11.9615 95 Deg Nexis Hinge, 90D Blind Corner, Inset, Screw-on",http://www.woodworkerexpress.com/images/T/GBUGS6GJCZBT.jpg,"Erba 148.405.11.9615 95 Deg Nexis Cerniera, 90D Angolo cieco, Inserto, avvitato","Erba 148.405.11.9615 Cerniera Nexis a 95 gradi, angolo cieco 90D, incastro, avvitabile",<noinput>,0.34326937794685364,0.5078300833702087,0.5496068596839905,0.17216548323631287
Vente appartement Chalon sur saone 44 000€ - Photo 2,http://v.seloger.com/s/width/800/visuels/0/m/x/x/0mxx3ncypjx0npg4p4cjy9yrrfw3xz2wg6olazhuo.jpg,Vente appartement Chalon sur saone 44 000€ - Foto 2,Vendita appartamento Chalon sur saone 44 000€ - Fotografia 2,Vendita appartamento Chalon sur saone 44.000€ - Immagine 2,0.32140302658081055,0.26576852798461914,0.3733774721622467,0.3748728036880493
√ Pre Insulated Wall Panels | Sandwich Wall Panels,https://i0.wp.com/singcore.com/wp-content/uploads/2013/08/Pre-built-20-ft-insulated-lightweight-high-strength-wall-with-custom-window-lite-cut-outs-1-piece.jpg?w=200&strip=all,√ Pannelli murali preisolati | Pannelli murali Sandwich,√ Pannelli di parete pre isolati | Pannelli di parete a sandwich,<noinput>,0.3285871744155884,0.5070050358772278,0.5746455192565918,0.062359388917684555
Ready For The Rain Tote Bag by Nick Gustafson,https://render.fineartamerica.com/images/rendered/medium/tote-bag/images/artworkimages/medium/1/ready-for-the-rain-nick-gustafson.jpg?&targetx=0&targety=-88&imagewidth=762&imageheight=941&modelwidth=763&modelheight=763&backgroundcolor=078E6D&orientation=0&producttype=totebag-18-18,Pronto per la rain tote bag di Nick Gustafson,Pronto per la pioggia Tote Bag di Nick Gustafson,"<html>
<body>
<p>Tote bag pronto per la pioggia da Nick Gustafson</p>
</body>
</html>",0.309455931186676,0.5246307253837585,0.5617241859436035,0.47524985671043396
Clip studio paint- How to change body types for 3d models,http://img.youtube.com/vi/Gwx7jxG77ok/mqdefault.jpg,Clip studio di vernice- Come cambiare i tipi di corpo per i modelli 3d,Clip studio paint- Come cambiare i tipi di corpo per i modelli 3d,Clip Studio Paint - Come cambiare le forme del corpo per i modelli 3D,0.31149527430534363,0.39655715227127075,0.5895035266876221,0.5716313719749451
"The evil clown, Doink with a strong showing.",https://i2.wp.com/wrestlingrecaps.com/wp-content/uploads/2015/01/doinktheclown_display_image.jpg?resize=263%2C300&ssl=1,"Il clown malvagio, Doink con uno spettacolo forte.","Il clown malvagio, Doink con una forte mostra.","L'uomo malvagio, Doink con una forte presenza.",0.34449252486228943,0.6179482936859131,0.5796164870262146,0.5575162768363953
cartoon aquatic animal card Vector,https://us.123rf.com/450wm/notkoo2008/notkoo20081111/notkoo2008111100187/11383138-cartoon-aquatic-animal-card.jpg,cartone animato di animali acquatici Vector,Vettore di carta animale acquatico del fumetto,Traduzione in italiano della didascalica: 'cartoon aquatic animal card Vector',0.3268100619316101,0.5189794898033142,0.4482993483543396,0.4831765592098236
"Pensar y hacer mejor, pensar y hacer distinto Innovacion Educativa CIE by Hector Hevia & Emy Rivero Sone is licensed under...",https://image.slidesharecdn.com/innovacioneducativacie2020verweb-130913075938-phpapp01/95/innovacion-educativa-cie-2020-ver-web-1-638.jpg?cb=1379064655,"Pensar y hacer mejor, pensar y hacer distinto Innovacion Educativa CIE di Hector Hevia & Emy Rivero Sone è concesso in licenza...","Pensar y hacer mejor, pensar y hacer distinto Innovacion Educativa CIE by Hector Hevia & Emy Rivero Sone è concesso in licenza sotto...","Pensare e fare meglio, pensare e fare diversamente",0.3298701047897339,0.4929042458534241,0.564655601978302,0.5669169425964355
ARMANI EXCHANGE HAMPTON BLACK LEATHER WATCH AX2180,https://www.myindulge.com.au/assets/thumbL/AX2180.jpg?20200624035847,ARMANI HAMPTON PELLE NERA OROLOGIO AX2180,ARMANI EXCHANGE HAMPTON OROLOGIO IN PELLE NERA AX2180,watch,0.3060964047908783,0.6886605024337769,0.6596077084541321,0.5229212045669556
Men's Pillow Top Bike Seat,https://media.diamondback.com/catalog/product/1000x1500/68-32-060/68-32-060-men-s-pillow-top-bike-seat-31-detail.jpg,Cuscino da uomo Top Bike Seat,Sella da bici Pillow Top da uomo,'Sella da bicicletta per uomo con cuscinetto di protezione',0.3319023847579956,0.5829941034317017,0.5167902112007141,0.6330230832099915
Midnight Force - The Scarlet Citadel [Single] (2017),https://i.ytimg.com/vi/XU7Le8GepvM/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBm4a5Ca2mFfRP2hsBo1EuBFiMgLQ,Forza di mezzanotte - La Cittadella Scarlatta [Single] (2017),Il Signore degli Anelli - Il Signore degli Anelli [Single] (2017),Minaccia Nera - Il Castello Scarletto (2017),0.3846825957298279,0.41791394352912903,0.25564098358154297,0.41960030794143677
13 crazy facts you didn't know about the Apple Campus 2,https://tse3-2.mm.bing.net/th?id=OIP.htJ_NGuKX1j9wWQe_w-mXgEtDP&pid=Api&P=0&w=300&h=300,13 pazzi fatti che non sapevi dell'Apple Campus 2,13 cose che non sapevi sull'Apple Campus 2,13 fatti strani che non sapevi riguardo al Campus Apple 2,0.3492315709590912,0.34151631593704224,0.31938448548316956,0.35862311720848083
"A Boeing 777-200ER plane from Nordwind Airlines of Russia takes off at Simon Bolivar Airport in Caracas, Venezuela, January 30, 2019. REUTERS/Andres Martinez Casares",https://i0.wp.com/arc-anglerfish-arc2-prod-infobae.s3.amazonaws.com/public/ZAMNSOHI4NBBRD4THHMAFVERJE.jpg?w=618&,"Un aereo Boeing 777-200ER della Nordwind Airlines of Russia decolla all'aeroporto Simon Bolivar di Caracas, Venezuela, 30 gennaio 2019. REUTERS/Andres Martinez Casares","Un Boeing 777-200ER della compagnia russa Nordwind Airlines decolla dall’aeroporto Simon Bolivar di Caracas, in Venezuela, il 30 gennaio 2019. REUTERS/Andres Martinez Casares","Un aereo Boeing 777-200ER della Nordwind Airlines di Russia decolla all'aeroporto Simon Bolivar di Caracas, Venezuela, il 30 gennaio 2019. REUTERS/Andres Martinez Casares",0.3018045127391815,0.524836540222168,0.535858154296875,0.5253170132637024
"Foshan, China: AHP speaking at UNDP Hydrogen Industry Conference","https://static.wixstatic.com/media/a27d24_94c1b2a55da64eeea324c8cd02e776c2~mv2.jpg/v1/fill/w_454,h_341,fp_0.50_0.50,q_90/a27d24_94c1b2a55da64eeea324c8cd02e776c2~mv2.jpg","Foshan, Cina: AHP parla alla UNDP Hydrogen Industry Conference","Foshan, Cina: AHP parla alla conferenza dell'industria dell'idrogeno dell'UNDP","Foshan, Cina: AHP parlando alla conferenza dell'industria dell'idrogeno dell'UNDP",0.3548973798751831,0.5266084671020508,0.49379441142082214,0.458462119102478
foto of saucepan  - Vector retro flat  saucepan with vegetables icon - JPG,https://static1.bigstockphoto.com/thumbs/2/4/9/small2/94250321.jpg,foto della pentola - Vector piatto con icona di verdure - JPG,#30000000 - Vector retrò piatto pentola con icona di verdure - JPG,Immagine di casserole - Vettore icono retro flat di casserole in JPG,0.3258078992366791,0.5153061747550964,0.5019457340240479,0.376056045293808
"Manteca, Kaliforniya: Chili Verde",https://media-cdn.tripadvisor.com/media/photo-s/0e/74/31/d2/chili-verde.jpg,"Manteca, Kaliforniya: Chili Verde","Manteca, California: Chili Verde","Manteca, Kalifornia: Chili Verde",0.3120758831501007,0.464015394449234,0.4863169193267822,0.46878719329833984
"If I was misfit for politics, I would have not won twice: Manoj Tiwari",https://resize6.indiatvnews.com/en/centered/newbucket/250_151/2020/01/6-1579349687.jpg,"Se fossi stato disadattato per la politica, non avrei vinto due volte: Manoj Tiwari","Se fossi stato inadatto alla politica, non avrei vinto due volte: Manoj Tiwari","Se non fossi stato adatto alla politica, non avrei vinto due volte: Manoj Tiwari",0.3453848659992218,0.4649883508682251,0.4895835220813751,0.47414159774780273
Savad Art Print featuring the photograph Fruit - Fresh Peaches by Mike Savad,https://render.fineartamerica.com/images/rendered/default/print/8.000/5.375/break/images-medium-5/fruit-fresh-peaches-mike-savad.jpg,Savad Art Print con la fotografia Fruit - Fresh Peaches di Mike Savad,Stampa d'arte Savad con la fotografia Frutta - pesche fresche di Mike Savad,Traduzione dell'intero testo: 'Savad Art Print con la fotografia Fruit - Fresh Peaches da Mike Savad',0.28728362917900085,0.19196966290473938,0.34570372104644775,0.050551097840070724
silver and white bokeh lights defocused,https://buidln.clipdealer.com/009/244/341//search/1.jpg,luci di bokeh argento e bianco defocused,Luci bokeh argento e bianco sfocate,'luci argento e bianco sfocate',0.3029901087284088,0.515501856803894,0.5491946935653687,0.5557426810264587
floor plans for two homes floor plans for two bedroom homes buybrinkhomes com,http://t0.gstatic.com/images?q=tbn:ANd9GcR2LtP7-KQ9FiLokHjaGSjJn3452e_h2m-Yys9o5jl4xBrb-nTM,piani di piano per due case piani di piano per due camere da letto case buybrinkhomes com,Piani Di Piano Per Due Case Piani Di Piano Per Due Camere Da Letto Buybrinkhomes com,Il disegno delle piastrelle per due case. Piani di case a due camere. homebuyers.com,0.3347289264202118,0.6285370588302612,0.6432787775993347,0.5366411209106445
Vintage Colorado Flag Skull Cap Beanie That Will Fit Your Head Perfect,https://images-na.ssl-images-amazon.com/images/I/71cD0OGJX3L._AC_UX679_.jpg,Vintage Colorado Bandiera Teschio Cap Beanie che si adattano alla tua testa perfetto,Vintage Colorado bandiera del cranio Cap Beanie che si adatta alla tua testa perfetta,Vintage Colorado Flag Skull Cap Beanie That Will Fit Your Head Perfect,0.2843591272830963,0.5310113430023193,0.5239747762680054,0.47882089018821716
"Thumbnail 2 bed semi-detached bungalow for sale in St Boswells Drive, Carnbroe, Coatbridge, North Lanarkshire",https://lid.zoocdn.com/354/255/1d30b6d862b353e85ccc6ff231e1a2669fa43052.jpg,"Bungalow in vendita a St Boswells Drive, Carnbroe, Coatbridge, North Lanarkshire","Thumbnail Bungalow 2 Camere da letto in vendita in St Boswells Drive, Carnbroe, Coatbridge, North Lanarkshire","Thumbnail 2 bed semi-detached bungalow for sale in St Boswells Drive, Carnbroe, Coatbridge, North Lanarkshire",0.35111701488494873,0.6145690083503723,0.5888495445251465,0.5848390460014343
stress workshop,https://imgv2-2-f.scribdassets.com/img/document/313564926/149x198/9069e77528/1486462162?v=1,workshop sullo stress,Workshop di stress,Il workshop sullo stress,0.3273335099220276,0.5039260983467102,0.43495064973831177,0.5268498063087463
Forged Steel CNC Machining Parts in Metal Machining Machinery Part Shop pictures & photos,http://image.made-in-china.com/43f34j00ROZTiUkrVEuh/Forged-Steel-CNC-Machining-Parts-in-Metal-Machining-Machinery-Part-Shop.jpg,Parti di lavorazione CNC dell'acciaio forgiato in metallo macchina parte del negozio immagini e foto,Parti di lavorazione CNC in acciaio forgiato in metallo Macchinari di lavorazione della parte del negozio immagini e foto,"""Piccoli pezzi in acciaio forgiato in lavorazione CNC per macchinari di lavorazione metalli""",0.3209095895290375,0.4650917053222656,0.4331129789352417,0.3106641173362732
Picture of 33320975   GLOVE S6YTH XS1 GRN/YL XS,https://www.bcswebshop.nl/images/thumbs/0036463_33320975-glove-s6yth-xs1-grnyl-xs_360.jpeg,Immagine di 33320975 GLOVE S6YTH XS1 GRN/YL XS,Immagine di 33320975   GLOVE S6YTH XS1 GRN/YL XS,Immagine del 33320975 Gloves S6YTH XS1 Grn/Yl XS,0.2994939982891083,0.2671739161014557,0.2671739161014557,0.3485671281814575
